"Artikelnummer";"Artikelbeschreibung";"Menge";"Einzelpreis";"Rabatt in %";"RechnungsNr"
4587;"Motoröl 10/40";4,00;5,00;0;10877
4588;"Ölfilter";1,00;7,50;0;10877
4589;"Zündkerzen";4,00;3,50;0;10877
4590;"Luftfilter";1,00;13,40;0;10877
4591;"Farbe  blau-met.";1,00;3,00;0;10877
4592;"Wischblätter";2,00;7,50;0;10877
4593;"Reifen hinten erneuert und gewuchtet";0,00;0,00;0;10878
4594;"Reifen 185/65R14H Vredestein";2,00;54,00;0;10878
4595;"Wuchten und 'Montage";2,00;6,00;0;10878
4596;"Inspektion ausgeführt";0,00;0,00;0;10879
4597;"Bremsscheiben und Bremsklötze hinten erneuert";0,00;0,00;0;10879
4598;"Heckwischermotor geprüft und erneuert";0,00;0,00;0;10879
4599;"Wischblätter erneuert";0,00;0,00;0;10879
4600;"Motoröl";4,70;5,50;0;10879
4601;"Ölfilter";1,00;6,90;0;10879
4602;"Luftfilter";1,00;14,50;0;10879
4603;"Innenraumfilter";1,00;16,70;0;10879
4604;"Wischblätter vorn";1,00;17,60;0;10879
4605;"Wischblatt";1,00;6,20;0;10879
4606;"Bremsklötze";1,00;42,00;0;10879
4607;"Bremsscheiben";2,00;27,50;0;10879
4608;"Heckwischermotor";1,00;70,30;0;10879
4609;"Mittelschalldämpfer geprüft und erneuert";0,00;0,00;0;10880
4610;"Kühlerfrostschutz aufgefüllt";0,00;0,00;0;10880
4611;"Anlasser ausgebaut und instandgesetzt";0,00;0,00;0;10880
4612;"Mittelschalldämpfer";1,00;99,00;0;10880
4613;"Kühlerfrostschutz";3,00;2,60;0;10880
4614;"Anlasser instandgesetzt";1,00;70,00;0;10880
4615;"Betrag wurde am 25.11.02 auf Ihr Konto";0,00;0,00;0;10755
4616;"gutgeschrieben";0,00;0,00;0;10755
4617;"Unfallschaden vorn beseitigt";0,00;0,00;0;10881
4618;"Frontblech erneuert und lackiert";0,00;0,00;0;10881
4619;"Motorhaube und Kühlergrill erneuert";0,00;0,00;0;10881
4620;" Motorhaube    (Sonderpreis)";1,00;120,00;0;10881
4621;"Kühlergrill";1,00;36,00;0;10881
4622;"Frontblech";1,00;77,00;0;10881
4623;"Scheinwerfer links und rechts";2,00;78,00;0;10881
4624;"Lacksprühdose";1,00;6,80;0;10881
4625;"Scheinwerfer vorn erneuern";0,00;0,00;0;10882
4626;"Scheinwerfer  links";1,00;104,00;0;10882
4627;"Scheinwerfer rechts";1,00;104,00;0;10882
4628;"Batterie erneuert";0,00;0,00;0;10883
4629;"Batterie 12V84AH";1,00;71,55;0;10883
4630;"Bremsklötze und Bremsscheiben vorn erneuert";0,00;0,00;0;10884
4631;"Winterreifen erneuert und aufgezogen";0,00;0,00;0;10884
4632;"Zündkerzen erneuert";0,00;0,00;0;10884
4633;"Bremsklötze";1,00;41,00;0;10884
4634;"Bremsscheiben";2,00;19,50;0;10884
4635;"Zündkerzen";4,00;2,50;0;10884
4636;"Winterreifen Lassa 175/70R13T";4,00;41,00;0;10884
4637;"Endschalldämpfer erneuert";0,00;0,00;0;10885
4638;"Endschalldämpfer";1,00;93,00;0;10885
4639;"Schnellverbinder";1,00;8,90;0;10885
4640;"Motoröl und Filter gewechselt";0,00;0,00;0;10886
4641;"AU ausgeführt";0,00;0,00;0;10886
4642;"Winterfest gestellt";0,00;0,00;0;10886
4643;"Motoröl";3,50;5,50;0;10886
4644;"Ölfilter";1,00;6,90;0;10886
4645;"Frostschutz Kühler";1,00;3,60;0;10886
4646;"Frostschutz  Waschanl.";1,00;1,80;0;10886
4647;"AU";1,00;15,00;0;10886
4648;"Gebläsemotor geprüft und erneuert";0,00;0,00;0;10887
4649;"Gebläsemotor";1,00;299,00;0;10887
4650;"Fahrzeug Winterfest gestellt";0,00;0,00;0;10888
4651;"AU ausgeführt";0,00;0,00;0;10888
4652;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;10888
4653;"Winterreifen montiert";0,00;0,00;0;10888
4654;"Lichtanlage instandgesetzt";0,00;0,00;0;10888
4655;"AU";1,00;30,00;0;10888
4656;"TÜV-Vergütung";1,00;4,31;0;10888
4657;"12V3W Birne";1,00;0,80;0;10888
4658;"Wischblättergummis";2,00;6,00;0;10888
4659;"Frostschuttz Waschanlage";1,00;1,60;0;10888
4660;"Motoröl";1,00;6,50;0;10888
4661;"TÜV-Gebühr";1,00;43,00;0;10889
4662;"Batterie Exide Wartungsfrei";1,00;38,80;0;10890
4663;"Reifen vorn erneuert und gewuchtet";0,00;0,00;0;10891
4664;"Endschalldämpfer geprüft und erneuert";0,00;0,00;0;10891
4665;"Kühlwasserthermostat erneuert";0,00;0,00;0;10891
4666;"Motoröl und Filter gewechselt";0,00;0,00;0;10891
4667;"Türschlösser instandgesetzt";0,00;0,00;0;10891
4668;"Fahrzeug Winterfest gestellt";0,00;0,00;0;10891
4669;"Reifen Firestone 185/65R14T";2,00;52,00;0;10891
4670;"Wuchten und Montage";2,00;5,00;0;10891
4671;"Motoröl";3,50;5,50;0;10891
4672;"Ölfilter";1,00;4,90;0;10891
4673;"Thermostat";1,00;19,80;0;10891
4674;"Endschalldämpfer";1,00;137,93;0;10891
4675;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10892
4676;"AU ausgeführt";0,00;0,00;0;10892
4677;"Motoröl und Filter gewechselt";0,00;0,00;0;10892
4678;"Windschutzscheibe erneuert";0,00;0,00;0;10893
4679;"Windschutzscheibe mit Blaukeil";1,00;131,10;0;10893
4680;"Gummidichtung";1,00;30,17;0;10893
4681;"Scheibeneinklebeset";1,00;38,00;0;10893
4682;"Batterie geprüft und erneuert";0,00;0,00;0;10894
4683;"Batterie   Matador  12V45AH";1,00;37,93;0;10894
4684;"Auspuffhalter im Motorraum geschweißt";0,00;0,00;0;10892
4685;;;0,00;0;10132
4686;"Winterreifen";4,00;33,50;0;
4687;"Reifen erneuert und gewuchtet";0,00;0,00;0;10896
4688;"Reifen   Sava  155/80R13";1,00;137,93;0;10896
4689;"Auspuffkrümmerdichtungen erneuert";0,00;0,00;0;10897
4690;"Mottoröl und Filter gewechselt";0,00;0,00;0;10897
4691;"Kraftstoffilter undLuftfilter erneuert";0,00;0,00;0;10897
4692;"Dichtung";1,00;16,85;0;10897
4693;"Dichtungen";4,00;2,15;0;10897
4694;"Dichtung";1,00;2,80;0;10897
4695;"Motoröl";6,00;5,00;0;10897
4696;"Ölfilter";1,00;9,00;0;10897
4697;"Luftfilter";1,00;12,00;0;10897
4698;"Kraftstoffilter";1,00;17,00;0;10897
4699;"Reifen erneuert und gewuchtet";0,00;0,00;0;10898
4700;"Reifen  Sava 235/45R17";4,00;109,00;0;10898
4701;"Wuchten und Montage";4,00;5,00;0;10898
4702;"Stoßdämpfer vorn geprüft und erneuert";0,00;0,00;0;10899
4703;"Stoßdämpfer";2,00;61,50;0;10899
4704;"AU";1,00;30,00;0;10892
4705;"Motoröl  10/40";3,50;5,50;0;10892
4706;"Ölfilter";1,00;3,60;0;10892
4707;"Birne  12V4W";1,00;0,60;0;10892
4708;"Fahrzeug TÜVfertiggestellt und vorgeführt";0,00;0,00;0;10900
4709;"AU ausgeführt";0,00;0,00;0;10900
4710;"Motoröl und Filter gewechselt";0,00;0,00;0;10900
4711;"Auspuffkrümmerblech geschweißt";0,00;0,00;0;10900
4712;"AU";1,00;30,00;0;10900
4713;"Motoröl 10/40";3,50;5,50;0;10900
4714;"Ölfilter";1,00;3,60;0;10900
4715;"Birne 12V4W";1,00;0,60;0;10900
4716;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10901
4717;"AU ausgeführt";0,00;0,00;0;10901
4718;"Traggelenk vorn rechts erneuert";0,00;0,00;0;10901
4719;"Bremsscheiben vorn erneuert";0,00;0,00;0;10901
4720;"AU";1,00;30,00;0;10901
4721;"Traggelenk";1,00;181,00;0;10901
4722;"Bremsscheiben";2,00;47,00;0;10901
4723;"TÜV-Gebühr";1,00;43,00;0;10902
4724;"Kühler geprüft und erneuert";0,00;0,00;0;10903
4725;"Kühler";1,00;76,80;0;10903
4726;"Frostschutz";3,00;3,50;0;10903
4727;"Winterreifen aufgezogen und gewuchtet";0,00;0,00;0;10904
4728;"Reifen Hankook 215/65R1597Q";4,00;68,30;0;10904
4729;"Wuchten und Montage";4,00;5,50;0;10904
4730;"TÜV Gebühr";1,00;43,00;0;10905
4731;"TÜV-Gebühr";1,00;31,50;0;10906
4732;"Bremsscheiben und Bremsklötze vorn erneuert";0,00;0,00;0;10907
4733;"Lichtanlage instandgesetzt";0,00;0,00;0;10907
4734;"Fensterheber rechts gewechselt";0,00;0,00;0;10907
4735;"Bremsscheiben";2,00;68,00;0;10907
4736;"Bremsklötze";1,00;81,00;0;10907
4737;"Birne  12V21W";1,00;0,60;0;10907
4738;"Birne  12V4W";2,00;0,70;0;10907
4739;"Inspektion ausgeführt";0,00;0,00;0;10908
4740;"Motoröl und Filter gewechselt";0,00;0,00;0;10908
4741;"Fahrzeug Winterfest gestellt";0,00;0,00;0;10908
4742;"Sitzheizung Fahrerseite geprüft";0,00;0,00;0;10908
4743;"Motoröl";6,50;8,30;0;10908
4744;"Ölfilter";1,00;4,60;0;10908
4745;"Luftfilter";1,00;16,00;0;10908
4746;"Frostschutz Waschanlage";1,00;2,80;0;10908
4747;"Anlasser ausgebaut und instandgesetzt";0,00;0,00;0;10909
4748;"Anlasser instandsetzten ( Fremdarbeit)";1,00;70,00;0;10909
4749;"Heckscheibe erneuert";0,00;0,00;0;10910
4750;"Heckscheibe";1,00;195,00;0;10910
4751;"Scheibeneinklebeset";1,00;42,00;0;10910
4752;"Fahrzeug zur Nachuntersuchung vorgeführt";0,00;0,00;0;10911
4753;"Bremsklötzeund Bremsscheiben vorn erneuert";0,00;0,00;0;10911
4754;"Auspuffkrümmer vorn links geschweißt";0,00;0,00;0;10911
4755;"Nummernschildbeleuchtung instandgesetzt";0,00;0,00;0;10911
4756;"AU ausgeführt";0,00;0,00;0;10911
4757;"Bremsklötze vorn";1,00;55,00;0;10911
4758;"Bremsscheiben";2,00;76,00;0;10911
4759;"Birne 12V4W";1,00;0,60;0;10911
4760;"AU";1,00;30,00;0;10911
4761;"GTÜ Nachprüfung";1,00;7,00;0;10912
4762;"Anlasser erneuert";0,00;0,00;0;10913
4763;"Anlasser";1,00;123,00;0;10913
4764;"Wischerschaslter gewechselt";1,00;17,24;0;10914
4765;"Inspektion ausgeführt";0,00;0,00;0;10915
4766;"Bremsklötze vorn geprüft und erneuert";0,00;0,00;0;10915
4767;"Klimaservice ausgeführt";0,00;0,00;0;10915
4768;"Motoröl und Filter gewechselt";0,00;0,00;0;10915
4769;"Motoröl 10/40";7,00;5,50;0;10915
4770;"Ölfilter";1,00;9,50;0;10915
4771;"Luftfilter";1,00;15,90;0;10915
4772;"Innenraumfilter";1,00;32,00;0;10915
4773;"Bremsklötze vorn";1,00;49,00;0;10915
4774;"Scheibenfrostschutz";1,00;2,00;0;10915
4775;"Glühkerzen geprüft und vom 1.und 5.Zylinder ern.";0,00;0,00;0;10916
4776;"Reifen hinten rechts erneuert";0,00;0,00;0;10916
4777;"Kraftstoffilter erneuert";0,00;0,00;0;10916
4778;"Filter";1,00;21,00;0;10916
4779;"Glühkerzen";2,00;14,80;0;10916
4780;"Reifen Hankook 205/65R15";1,00;67,00;0;10916
4781;"Wuchten undMontage";1,00;5,00;0;10916
4782;"Stoßfänger und Frontverkleidung erneuert u.lackiert";0,00;0,00;0;10917
4783;"Stoßstangenverstärkung erneuert";0,00;0,00;0;10917
4784;"Stoßfänger";1,00;173,00;0;10917
4785;"Lüftungsgitter";1,00;7,60;0;10917
4786;"mittlere Verkleidung";1,00;21,00;0;10917
4787;"Stoßstangenverstärkung";1,00;73,00;0;10917
4788;"Zylinderkopf geprüft und erneuert";0,00;0,00;0;10918
4789;"Motoröl und Filter gewechselt";0,00;0,00;0;10918
4790;"Zylinderkopf";1,00;1025,00;0;10918
4791;"Zylinderkopfdichtung";1,00;55,80;0;10918
4792;"Kopfschraubensatz";1,00;48,00;0;10918
4793;"Ansugkrümmerdichtung";1,00;3,80;0;10918
4794;"Auspuffkrümmerdichtung";5,00;2,45;0;10918
4795;"Kühlerfrostschutz";4,00;3,50;0;10918
4796;"Motoröl";5,50;5,50;0;10918
4797;"Ölfilter";1,00;12,50;0;10918
4798;"Unfallschaden links beseitigt";0,00;0,00;0;10919
4799;"Kotflügel links erneuert und lackiert";0,00;0,00;0;10919
4800;"Tür links gerichtet und lackiert";0,00;0,00;0;10919
4801;"Vorderachsvermessung ausgeführt";0,00;0,00;0;10919
4802;"Kotflügel";1,00;108,00;0;10919
4803;"Türleiste links";1,00;22,35;0;10919
4804;"Radhausschale links";1,00;30,24;0;10919
4805;"Kotflügelblinkleuchte";1,00;18,06;0;10919
4806;"Hohlraumvers. und Unterbodenschutz";1,00;10,00;0;10919
4807;"Kleinteile";1,00;5,00;0;10919
4808;" Feder hinten links erneuert";0,00;0,00;0;10920
4809;"Feder";1,00;76,50;0;10920
4810;"Bremsklötze hinten erneuert";0,00;0,00;0;10921
4811;"Bremsklötze";1,00;49,50;0;10921
4812;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10922
4813;"AU ausgeführt";0,00;0,00;0;10922
4814;"Bremsscheiben und Bremsklötze vorn erneuert";0,00;0,00;0;10922
4815;"Spurstangenkopf vorn rechts erneuert";0,00;0,00;0;10922
4816;"Türfolie vorn und hintten rechtts erneuert";0,00;0,00;0;10922
4817;"AU";1,00;30,00;0;10922
4818;"Bremsscheiben";2,00;19,00;0;10922
4819;"Bremsklötze";1,00;44,00;0;10922
4820;"Spurstangenkopf";1,00;22,00;0;10922
4821;"Türfolie";2,00;7,80;0;10922
4822;"TÜV-Gebühr";1,00;45,00;0;10923
4823;"Anhängerkupplung und Elektrosatz angebaut";0,00;0,00;0;10924
4824;"Radkappen vorn montiert";0,00;0,00;0;10924
4825;"Anhängerkupplung";1,00;160,00;0;10924
4826;"Elektrosatz  7polig";1,00;39,00;0;10924
4827;"Radkappen 14""";2,00;14,45;0;10924
4828;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10925
4829;"AU ausgeführt";0,00;0,00;0;10925
4830;"Handbremsseil links erneuert";0,00;0,00;0;10925
4831;"Achsmanschette vorn links erneuert";0,00;0,00;0;10925
4832;"Endschalldämpfer geschweißt";0,00;0,00;0;10925
4833;"Bremsleitungen gereinigt";0,00;0,00;0;10925
4834;"Handbremsseil";1,00;13,40;0;10925
4835;"Achsmanschettensatz";1,00;16,80;0;10925
4836;"AU";1,00;30,00;0;10925
4837;"TÜV-Gebühr";1,00;48,00;0;10926
4838;"Zündkabel geprüft und erneuert";0,00;0,00;0;10927
4839;"Zündkerzen erneuert";0,00;0,00;0;10927
4840;"Leerlaufregelventil erneuert";0,00;0,00;0;10927
4841;"FahrzeugTÜVvorgeführt";0,00;0,00;0;10927
4842;"AU ausgeführt";0,00;0,00;0;10927
4843;"AU";1,00;30,00;0;10927
4844;"Zündkerzen";4,00;3,10;0;10927
4845;"Zündkabelsatz";1,00;36,00;0;10927
4846;"Regelventil";1,00;57,00;0;10927
4847;"GTÜ-Gebühr";1,00;45,00;0;10928
4848;"Reifen und Leichtmetallfelgen erneuert";0,00;0,00;0;10929
4849;"Komplettrad 7,5.15""";4,00;105,17;0;10929
4850;"Anlasser geprüft und erneuert";0,00;0,00;0;10930
4851;"Auausgeführt";0,00;0,00;0;10930
4852;"AU";1,00;15,00;0;10930
4853;"Anlasser";1,00;158,00;0;10930
4854;"Motorgeprüft und erneuert";0,00;0,00;0;10931
4855;"Einspritzdüse (Nadeldüse erneuert)";0,00;0,00;0;10931
4856;"Kupplung geprüft und erneuert";0,00;0,00;0;10931
4857;"Triebwerk";1,00;3044,00;0;10931
4858;"Nadeldüse";1,00;84,00;0;10931
4859;"Rippenriemen (Klima)";1,00;13,45;0;10931
4860;"Rippenriemen (Lima)";1,00;27,00;0;10931
4861;"Rippenriemenspanner";1,00;44,50;0;10931
4862;"Motoraufhängungsbock links";1,00;34,90;0;10931
4863;"Kupplungskit";1,00;220,00;25;10931
4864;"Motoröl";5,50;5,00;0;10931
4865;"Kühlflüssigkeit";4,00;2,90;0;10931
4866;"Dichtungssatz";1,00;35,40;0;10931
4867;"Kleinteile";1,00;15,00;0;10931
4868;"Aussenwäsche";1,00;4,80;0;10931
4869;"Sitzheizung geprüft und erneuert";0,00;0,00;0;10932
4870;"Fahrersitz aufgepolstert";0,00;0,00;0;10932
4871;"Glühkerzen geprüft und vom 2.Zylinder erneuert";0,00;0,00;0;10932
4872;"Glühkerze";1,00;17,00;0;10932
4873;"Sitzheizung";1,00;165,00;0;10932
4874;"Sitz aufpolstern  (Fremdarbeit)";1,00;45,00;0;10932
4875;"Lenkgetriebe geprüft und erneuert";0,00;0,00;0;10933
4876;"Lenkgetriebe";1,00;607,75;0;10933
4877;"Lenkgetriebeöl";0,70;6,00;0;10933
4878;"Schlauchschellen";2,00;0,60;0;10933
4879;"Blinkerschalter";1,00;66,68;0;10934
4880;"Steuerriemen und Spannrolle erneuert";0,00;0,00;0;10935
4881;"Spannrolle";1,00;56,90;0;10935
4882;"Kotflügel vorn links wechseln

Kotflügel vorn links wechseln";0,00;0,00;0;10936
4883;"Kotflügel  gebraucht";1,00;50,00;0;10936
4884;"Kleinteile";1,00;5,00;0;10936
4885;"Zeitwert desFahrzeuges  700.-€";0,00;0,00;0;10936
4886;"Radlager vorn rechts erneuert";0,00;0,00;0;10937
4887;"Keilriemen gespannt";0,00;0,00;0;10937
4888;"Wischerblatt vorn erneuert";0,00;0,00;0;10937
4889;"Türschloß links geprüft  (Türgriff innen gebrochen)";0,00;0,00;0;10937
4890;"Radlagersatz";1,00;51,30;0;10937
4891;"Wischerblatt";1,00;8,00;0;10937
4892;"Ölservice ausgeführt";0,00;0,00;0;10938
4893;"Luftfilter erneuert";0,00;0,00;0;10938
4894;"Sicherheitsgurt rechts geprüft und instandgesetzt";0,00;0,00;0;10938
4895;"Drosselklappe geprüft und Grundeinstellung ausgf.";0,00;0,00;0;10938
4896;"Fehlerspeicher ausgelesen";0,00;0,00;0;10938
4897;"Motoröl";3,50;5,50;0;10938
4898;"Ölfilter";1,00;6,90;0;10938
4899;"Luftfilter";1,00;15,80;0;10938
4900;"Wasserpumpe geprüft und erneuert";0,00;0,00;0;10939
4901;"Winterreifen aufgezogen";0,00;0,00;0;10939
4902;"Kühlerfrostschutz";3,00;3,90;0;10939
4903;"Radbremszylinder hinten erneuert";0,00;0,00;0;10940
4904;"Bremsbacken hinten erneuert";0,00;0,00;0;10940
4905;"Bremsanlage entlüftet";0,00;0,00;0;10940
4906;"AU ausgeführt";0,00;0,00;0;10940
4907;"Handbremsseile erneuert";0,00;0,00;0;10940
4908;"Radbremszylinder";2,00;28,00;0;10940
4909;"Bremsbacken";1,00;32,00;0;10940
4910;"Handbremseil";2,00;18,30;0;10940
4911;"Bremsflüssigkeit";1,00;9,50;0;10940
4912;"AU";1,00;15,00;0;10940
4913;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;10941
4914;"AU ausgeführt";0,00;0,00;0;10941
4915;"Winterreifen vorn erneuert und gewuchtet";0,00;0,00;0;10941
4916;"Türen vorn geprüft und eingestellt";0,00;0,00;0;10941
4917;"AU";1,00;30,00;0;10941
4918;"Reifen Winter Uniroyal 175/70R13T";2,00;44,80;0;10941
4919;"Wuchten und Montage";2,00;6,00;0;10941
4920;"GTÜ-Hauptuntersuchung";1,00;45,00;0;10942
4921;"Rückleuchte links gewechselt";0,00;0,00;0;10943
4922;"Lichtanlage instandgesetzt";0,00;0,00;0;10943
4923;"Hinterachsbuchsen erneuert";0,00;0,00;0;10943
4924;"Radbremszylinder hinten rechts erneuert";0,00;0,00;0;10943
4925;"Bremsbacken hinten erneuert";0,00;0,00;0;10943
4926;"Türleiste rechts befestigt";0,00;0,00;0;10943
4927;"Radbremszylinder";1,00;29,50;0;10943
4928;"Bremsbackensatz";1,00;32,45;0;10943
4929;"Bremsflüssigkeit";1,00;5,00;0;10943
4930;"Buchsen";2,00;34,00;0;10943
4931;"Rückleuchte gebraucht";1,00;30,00;0;10943
4932;"Katalysator und Nachschalldämpfer erneuert";0,00;0,00;0;10944
4933;"incl. Eiinbau";1,00;948,27;0;10944
4934;"Batterie erneuert (3Jahre Garanttie)";0,00;0,00;0;10945
4935;"Batterie 12V45Ah";1,00;41,38;0;10945
4936;"Endschalldämpfer erneuert";0,00;0,00;0;10946
4937;"Steuerriemenkit erneuert";0,00;0,00;0;10946
4938;"Endschalldämpfer";1,00;65,50;0;10946
4939;"Auspuffschelle";1,00;1,80;0;10946
4940;"Steuerriemenkit";1,00;76,00;0;10946
4941;;0,00;0,00;0;10946
4942;"Wasserpumpe";1,00;189,00;0;10939
4943;"Waschdüse hinten instandgesetzt";0,00;0,00;0;10947
4944;"123";1,00;1,00;0;10947
4945;"Bremssattel vorn links gangbar gemacht";0,00;0,00;0;10948
4946;"Bremsklötze vorn erneuert";0,00;0,00;0;10948
4947;"Bremsklötze";1,00;38,00;0;10948
4948;"Rückleuchte links erneuert";0,00;0,00;0;10949
4949;"Rückleuchte";1,00;91,00;25;10949
4950;"Windschutzscheibe erneuert";0,00;0,00;0;10950
4951;"Windschutzscheibe";1,00;176,00;0;10950
4952;"Scheibendichtung";1,00;23,30;0;10950
4953;"Einklebeset";1,00;42,00;0;10950
4954;"Türen vorn links und rechts zerlegen u. lackieren";0,00;0,00;0;10951
4955;"Birne vorn rechts erneuert";0,00;0,00;0;10952
4956;"AU ausgeführt";0,00;0,00;0;10952
4957;"AU";1,00;15,00;0;10952
4958;"Birne  H4";1,00;4,60;0;10952
4959;"Türen links zerlegen und lackieren";0,00;0,00;0;10953
4960;"Kleinteile";1,00;10,00;0;10953
4961;"Ölleitung und Ölfiltter erneuert";0,00;0,00;0;10954
4962;"Leitung";1,00;7,80;0;10954
4963;"Ölfilter";1,00;9,70;0;10954
4964;"Motoröl   10/40";3,00;3,30;0;10954
4965;"Lichtmaschineregler";1,00;51,72;0;
4966;"Windschutzscheibe erneuert";0,00;0,00;0;10956
4967;"Windschutzscheibe  grün";1,00;121,00;0;10956
4968;"Scheibeneinklebeset";1,00;41,00;0;10956
4969;"Dichtung";1,00;14,70;0;10956
4970;"Heckklappe ausgebeult und lackiert";0,00;0,00;0;10957
4971;"Stoßfänger erneuert und lackiert";0,00;0,00;0;10957
4972;"Rückleuchte rechts erneuert";0,00;0,00;0;10957
4973;"Stoßfänger komplett";1,00;270,00;0;10957
4974;"Rückleuchte";1,00;55,00;0;10957
4975;"Wasserpumpe geprüft und erneuert";0,00;0,00;0;10958
4976;"Bremsklötze vorn erneuert";0,00;0,00;0;10958
4977;"Wasserpumpe";1,00;57,00;0;10958
4978;"Kühlerfrostschutz";3,00;3,30;0;10958
4979;"Bremsklötze vorn";1,00;70,00;15;10958
4980;"Radkappen   14""";2,00;14,45;0;10959
4981;"Außenspiegelglas rechts erneuert";0,00;0,00;0;10960
4982;"Spiegelglas beheizbar";1,00;59,00;0;10960
4983;"Reifen erneuert und gewuchtet";0,00;0,00;0;10961
4984;"Reifen Winter 175/70R13";2,00;43,00;0;10961
4985;"Wuchten undMontage";2,00;5,17;0;10961
4986;"Unfallschaden links beseitigt";0,00;0,00;0;10962
4987;"Tür links ausgebeult und lackiert";0,00;0,00;0;10962
4988;"Seitenteil links ausgebeult und lackiert";0,00;0,00;0;10962
4989;"Türfolie";1,00;8,90;0;10962
4990;"Hohlraumversiegelung";1,00;10,00;0;10962
4991;"Kleinteile";1,00;8,00;0;10962
4992;"Spannrolle für Zahnriemen geprüft und erneuert";0,00;0,00;0;10963
4993;"Spannrolle";1,00;27,80;0;10963
4994;"Achsgelenk vorn links erneuert";0,00;0,00;0;10964
4995;"Reifen vorn erneuert und gewuchtet";0,00;0,00;0;10964
4996;"Motoreinspritzanlage geprüft und eingestellt";0,00;0,00;0;10964
4997;"Achsgelenk";1,00;88,00;0;10964
4998;"Reifen 175/70R13T";2,00;35,00;0;10964
4999;"Wuchten undMontage";2,00;5,00;0;10964
5000;"Fehlerspeicher ausgelesen";0,00;0,00;0;10965
5001;"Leerlaufsteller erneuert";0,00;0,00;0;10965
5002;"Leerlaufsteller";1,00;85,17;0;10965
5003;"Außenspiegelglas";1,00;44,53;0;10966
5004;"Inspektion ausgeführt";0,00;0,00;0;10967
5005;"Motoröl und Filter gewechselt";0,00;0,00;0;10967
5006;"Bremsklötze vorn geprüft und erneuert";0,00;0,00;0;10967
5007;"Motoröl  10/40";4,00;5,50;0;10967
5008;"Ölfilter";1,00;6,50;0;10967
5009;"Zündkerzen";4,00;5,80;0;10967
5010;"Bremsklötze";1,00;51,00;0;10967
5011;"Motoröl undFilter gewechselt";0,00;0,00;0;10968
5012;"Heckwischermotor erneuert";0,00;0,00;0;10968
5013;"Waschdüsen hinten erneuert";0,00;0,00;0;10968
5014;"Innenleuchte rechts erneuert";0,00;0,00;0;10968
5015;"Gaspedal erneuert";0,00;0,00;0;10968
5016;"Motoröl  10/40";5,00;5,00;0;10968
5017;"Ölfilter";1,00;12,50;0;10968
5018;"Heckwischermotor";1,00;124,50;0;10968
5019;"Leselampe";1,00;20,55;0;10968
5020;"Gaspedal";1,00;32,85;0;10968
5021;"Waschdüsenset";1,00;4,95;0;10968
5022;"Bremsbacken und Radbremszylinder hinten erneuert";0,00;0,00;0;10969
5023;"Radbremszylinder";2,00;26,40;0;10969
5024;"Bremsbackensatz";1,00;22,00;0;10969
5025;"Fahrzeug zur Hauptuntersuchung vorgeführt";0,00;0,00;0;10970
5026;"AU ausgeführt";0,00;0,00;0;10970
5027;"Querlenkervorn rechts erneuert(ausgeschlagen)";0,00;0,00;0;10970
5028;"Querlenker";1,00;98,00;0;10970
5029;"AU";1,00;35,00;0;10970
5030;"GTÜ-Hauptuntersuchung";1,00;45,00;0;10971
5031;"Motoröl und Filter gewechselt";0,00;0,00;0;10972
5032;"Luftfilter geprüft und erneuert";0,00;0,00;0;10972
5033;"Fahrzeugdurchsicht ausgeführt";0,00;0,00;0;10972
5034;"Kühlsystem abgedrückt und Zusatzwasserpumpe ern";0,00;0,00;0;10972
5035;"Motoröl   10/40";5,50;5,50;0;10972
5036;"Ölfilter";1,00;10,55;0;10972
5037;"Luftfilter";1,00;24,00;0;10972
5038;"Zusatzwasserpumpe";1,00;104,00;0;10972
5039;"Vergaser geprüft und ausgetauscht";0,00;0,00;0;10973
5040;"Vergaser  (gebraucht)";1,00;60,00;0;10973
5041;"Fahrzeug zur Hauptuntersuchung vorgeführt";0,00;0,00;0;10974
5042;"AU ausgeführt";0,00;0,00;0;10974
5043;"Wischblätter vorn und hinten erneuert";0,00;0,00;0;10974
5044;"AU";1,00;30,00;0;10974
5045;"Wischblätter";3,00;6,50;0;10974
5046;"Twin-Tec Anlage eingebaut";0,00;0,00;0;10975
5047;"Twin-Tec Euro2";1,00;107,76;0;10975
5048;"Endschalldämpfer erneuert";0,00;0,00;0;10976
5049;"Endschalldämpfer";1,00;125,00;30;10976
5050;"Lichtmaschine geprüft und erneuert";0,00;0,00;0;10977
5051;"Lichtmaschine";1,00;382,00;0;10977
5052;"Bremsklötze undBremsscheiben vorn erneuert";0,00;0,00;0;10978
5053;"Radbremszylinder und Bremsbacken hinten ern.";0,00;0,00;0;10978
5054;"Bremsanlage entlüftet";0,00;0,00;0;10978
5055;"Bremsklötze";1,00;42,00;0;10978
5056;"Bremsscheiben";2,00;19,90;0;10978
5057;"Radbremszylinder";2,00;27,50;0;10978
5058;"Bremsbackensatz";1,00;38,00;0;10978
